score,category,uid,gender,age,text
5,Beer & Brewing,998063,M,43,I ' ve shopped with drinkstuff . com on several occasions and they always delver the goods and provide good customer service . On one occasion I had chance to speak to them directly and they without question provided some addition missing parts . Would thoroughly recommend them as trustworthy internet goods and service providers .
4,Flights,5441930,F,46,"I ' ve been using Priceline for quite some time & have become quite fond of their Express Deals ! Makes it really easy , just pick the area , the star level & boom you are done - love it !"
5,Clothes & Fashion,3077723,F,31,"Absolutely superb company - excellent products , always can find something suitable . Also a great range of sizes ( for bigger girls like me ). Shame there weren ' t maternity clothes ..... haha !"
5,Fashion Accessories,4444923,F,29,"It is just hard not to love the varieties of styles , brands , and multiple photos of models in their mix and matching outfits . It just makes me want to get a little creative myself ! I just enjoy having clothes thats stand out a bit different from all the same stores everyone wear in the local area ."
5,Electronic Spare Parts & Component,6775196,M,50,"After searching Ebay , Amazon and other sites , a we search led me to ScreenCountry . There may have been cheaper prices listed in a couple of places , but they came along with sketchy feedback ratings , no BBB accreditation , and no guarantees . ScreenCountry ' s website walked me simply thru getting the right screen , it ' s installation , and complete satisfaction !"
5,Software,7303205,M,59,"Working with Macs … A Sales Rep from my company came to me with a problem . She had a . mov file , over 000mb , and she needed it to be a . wmv and smaller than 000mb . I tried re - encodeding the file thru a well known Encoder …. no option for wmv …. she was under the gun , so I cut the file in half and outputted mp0 ….. she tried uploading , and it took some time … so I did a search and found this product … the purchase price was affordable , so I purchased and was now able to output the file as a wmv on my Mac . The Sales Rep was thrilled …. Thanks , Movavi ."
1,Group Buying & Coupon,6624676,M,33,"This is not the first time this has happened . When you contact them , they give you the same generic response . This last order is going to take almost 0 weeks to get to me . It ' s not enough they claim 0 and half weeks . ( Which I think is not right ) We ' re a small company of 00 and can manage shipping 0000 orders a day ."
5,Pets,2907447,F,47,"I will remember PetFlow for any future pet needs because they were easy to deal with when I had to make a return . They didn ' t even ask for any explanation or nature of my return . In other words , they didn ' t make me feel any pressure to exchange ."
5,Contact Lenses,4166233,F,49,"I ordered a frame from Frames Direct and I was really impressed that they made contact with me by phone the next day in New Zealand , to sort out a problem with my creditcard , and then my frames arrived very quickly after that . The frames are in perfect condition and were packed really well , I ' m very pleased with my purchase and I ' ll be buying more from Frames Direct ."
5,Spirits,1978501,F,54,"i am so impressed with the service i recieved , i ordered my dad a bottle of pussers rum , he hadn ' t had that for years , i recieved my order within 0 days , it was well packaged and i think the delivery was so fast , i will definitely used this site again , thankyou Val Goddard ."
5,Beauty and Wellness,2284982,M,65,Just recieved a cushion and I am very pleased . I did a web search before ordering and the prices were extremely competative . I will have to look and see what else they have .
5,Health & Wellbeing,2284982,M,64,The items that I ordered are the same as my Doctor uses so I know that they can be trusted . Ordering was painless and items recieved by return of post .
4,Non-bank Finance,2332207,M,26,"Within seconds of submitting my application , I was quickly directed to an approved lender for my loan request ."
5,Batteries & Power Supply,3129817,F,46,"I found the product I wanted ( a hdd case ) very quickly on the Memoryc website . Clear description of the products made it easy to decide which one met my needs best . It was my first time to mount a drive in a case but it was child ' s play as everything I needed was provided & the directions were concise & clear . Price ranges are very competitive with other similar sites . Thank you , from one very happy customer : D"
5,Fitness & Nutrition,652822,M,40,I shopped all the online supplement stores and they are by far the best price and service is excellant .
5,Fitness & Nutrition,652825,M,51,"Supplement Warehouse always provides me with the latest and most updated supplements at the best prices available . The Supplement Warehouse ordering system and product deliveries are quick and efficient . Working on a Sheriff ' s Special Response Team requires long hours and demanding training . This often leaves us little time to shop for supplements , or reasonable prices . The Supplement Warehouse website gives me and my fellow tactical operators the largest source for all of our supplement needs , and at the best prices ! I now purchase my wife ' s special supplement needs from the Supplement Warehouse website , and again the prices can ' t be beat , thank you Supplement Warehouse !"
5,Fitness & Nutrition,864919,F,58,"I was trying to find low acid coffee to use in my home and at the office where I work . I spent along time doing that and came up with Supplement Warehouse . com . I had compared the Healthwise site and about 00 others and found that Supplement Warehouse . com ($ 0 . 00 ) had the coffee cheaper than the Healthwise site ($ 00 .). I purchased one can of Low Acid Regular coffee and had it sent to the company owner ' s address and received the product in about 0 days ( it was ordered on a Friday ). After trying the regular coffee and the difference in the taste , I have decided to order decaf coffee , too ."
5,Gaming,2549172,M,21,All perfect i received my code in 0 min !
4,Hobby,7024337,M,64,"Ancestry . com is an essential tool for genealogy research . Without it , my work would be much more laborious and I probably would have given up years ago . If you subscribe to one genealogy service , this should be it ."
5,Watches,7092840,F,22,I highly recommend It Must Be Time for anyone trying to buy a watch ! I received impeccable service and a great level of attention . this is the place to be if you ' re looking for fast yet specifically tailored care !
5,Cell Phone Unlocking,2900761,M,41,"I was skeptical when I decided to use this as a lot my friends have been scammed by website claiming they can unlock . Since this company takes Paypal , I ' ve decided to go for it as I can always get my money back . My Iphone 0S has been unlocked after following their directions from their confirming email . I ' m very glad I ' ve used their unlock service and will recommend them to all my relatives and friends who want their Iphone unlocked !"
5,Fitness & Nutrition,570643,M,44,they always have the best price and deliver faster then other companies .
5,Fitness & Nutrition,1104582,M,41,"I love this company and have for many years . As a director of a personal training school and 00 years training pro and collegiate athletes , I expect quality and tremendous service ."
4,Electronics,520368,M,56,The base unit is superb as is the Windows 0 disk . Highly unusual these days when most manufacturers use a partition .
5,Pets,6959620,F,48,"When I received the package I let them all have a sample and they wanted more . They really them , and I do to because they are natural jerky treats . They are easy open and they can ' t tell I have them until I do open them , and are individually wrapped ."
4,Cell Phone Unlocking,4220902,M,37,Easy to do and setup but instructions aren ' t clear on what to do after unlock is granted .
5,Flights,6749517,F,21,This is my first time booking a flight and actually traveling on my own . I was not sure about how a lot of this all worked so I called the toll free customer service number and the lady was soooooooo helpful !!!!!! She recommended a good hotel for the cheapest price and even tried getting me more discounts by switching different flights I did not get to use the promo code which would have saved me a extra $ 00 but it was the fact that she TRIED her best and put forth the best effort !
5,Fitness & Nutrition,623822,M,21,"I ' ve ordered from here multiple times and the turnaround has always been great ! the price match feature is awesome that no other website can beat , along with their huge selection ! Great place to shop , especially on a college budget !"
5,Electrical goods,2867542,M,31,"I ordered a DJ Flight case for my Kontrol S0 + F0 setup . I couldn ' t find one anywhere here in the USA , so of the places I saw internationally BopDJ had the best price and reasonable shipping . The transaction was easy and smooth ( which was great because I wasn ' t too keen on international purchasing ). They shipped the product out quickly and even provided US customs with some information about the product that I didn ' t think they would be able to find to let the US release the item to me . And it STILL got to me quicker than what I thought it would . I ' m VERY happy with my experience dealing with BopDJ and would gladly do it again !"
5,Fitness & Nutrition,1005467,F,43,I ' ve ordered in the past online for my husband and son ... they ' ve gone to the warehouse and I ' m ordering again for X - mas . Great deals and great products and I LOVE all the samples .
5,Money Transfer,7127487,M,62,"My experiences have always been good ; hassle free , and good from my location to theirs ... no problems ."
4,Webdesign,7835836,M,43,"It was a no doubt a great experience working with a team of skilled , experienced and efficient web developers . Apart from working fast on my project , they responded to all my queries quickly which is something I value a lot . On top of designing a great website , these guys also helped with my website ’ s SEO helping it to gain better rankings ."
5,Gaming,3415955,M,26,"I ' ve never experienced any problems with CJS CD Keys . They ' ve always dispatched my keys very quickly once payment has been received and on the one occasion I did have to contact support as my payment was showing as not received they were very polite and had the issue resolved in 00 minutes ! Furthermore , often times their prices simply cannot be beaten ."
5,Bicycles,3388636,M,45,"if I ' m shopping around online ' bike 00 ' is usually the last stop , nobody else compares unless they are on special , even then bike 00 can be cheaper , most people don ' t believe me and carry on buying from CRC and wiggle , more fool them ."
5,Gaming,2675686,M,16,"So this was the first time that I ordered a key at cjs keys . I already knew about the company because their bf0 english translation files site is pretty popular but I never bought it here because , well , I didn ' t have a phone at my disposal haha . ( and that ' s only because I had to configure my mobile number , It could have been quicker ) so If you wanna have your game serial key code fast ... cjs keys is that way to go : D"
5,Cars,2331741,M,43,"This has been the smoothest , fastest and easiest car buying experience ever ! Thank you Raufel , you were very wonderful to work with and you are a true asset to CarsDirect . com !"
4,Gaming,1697366,M,24,I have bought a few items from here and the service has been great . Had a problem once with keys due to they were out of stock but they made sure to restock them as quick as possible . They are cheaper then most places I have looked at and much cheaper then buying from a retailer .
5,Pets,5552579,F,58,"Easy website , fast delivery , good prices = Puppy Love"
5,Fitness & Nutrition,568729,F,44,This is the first time I have ordered my supplements and protein drinks online . Website was easy to navigate and the support great .
5,Packaging,7262839,M,45,"I ' ve used Bee Packaging several times over the years for my shipping needs and I have not once been disappointed . Usually I know what type of packaging I need and they have it available with no problems but one time I knew kind of what I wanted but not exactly ... and the salesperson walked me through all their products until we finally found exactly what I needed . I have never experienced dedication to helping a customer like that before . Not from any other company I have dealt with in the past . Because of that , I use Bee Packaging as often as possible for all my packaging needs ."
5,Video Games,3915183,M,28,This is the best of all the CD Key websites i have tried thus far . Deliveries of keys are instant and if there are any issues the team are quick to resolve them .
5,Computer Accessories,4400234,M,45,This company ' s product and service made it possible for me to save my laptop from going into the garbage and costing me hundreds in replacement costs .
4,Fitness & Nutrition,693436,F,46,I ' ve only ordered once from this company but I have to say I ' ve reviewed their prices for the multitude of supplements I take and I ' m amazed at how much cheaper they are . I plan to place my next order of supplements with them .
5,Fashion Accessories,2588773,M,16,"I ' ve been ordering from YesStyle for the past month and i have to say there predictions on shipping dates are always correct . The quality of the clothes from when they reach my doorstep are always in mint condition , I have to stay I ' ll always shop here for clothes from now on ."
5,Fitness & Nutrition,669252,M,22,They will beat any price due to there great price matching policy . Always the cheapest place and has a gigantic inventory .
1,Car lights,584964,M,47,"Ordered windshield wipers for Mercedes S - 000 as they were advertised on the website . Order arrived with wipers that can not be installed on S - 000 . Contacted seller , sent them pic of the wipers needed . Several days later rec ' d order to ship it back . Asked for pre - paid label to return item , but was told that it is my responsibility to return wrong item . Tried to call several times : no live support . Company itself assigned return authorization under "" Wrong Item Shipped "" title , but still refused to reimburse shipping . Interesting , that one email requested that I will provide them with part item number , so that can check their inventory , but these wipers are still advertised as for S - 000 . After this experience , I had no time to wait for another shipment from different online retailer and went to dealership to by wipers ."
5,Software,1043221,M,50,"Your product is very easy to install and it is nice to have the speed increase . My new laptop is faster than ever , no more waiting for anything VERY PLEASED !"
5,Kids,851494,F,46,We get great costumes and they are shipped quickly . The quality is above what you get at the local stores .
5,Fitness & Nutrition,7984945,M,33,I have never had an issue with Supplementwarehouse . com .
5,Fitness & Nutrition,899907,F,32,"First time ordering from supplementwarehouse . com , but already a huge fan . The selection far exceeds what is available in stores , and their prices are much better ."
5,Flights,2975056,M,45,"Priceline makes it so simple , easy , and hassel - free . I saved money , and had absolutely no problems , which is always a great thing . I will use them again , and will recommend them to others ."
4,Fitness & Nutrition,582278,M,38,I have ordered several times and have never been disaapointed . Prices are great and you receive your shipments in only a couple days . Only reason why they are not 0 stars is they are high on shipping costs . It seems they try to get a little margin profit back through shipping prices .
5,Fashion Accessories,2294307,M,49,Love shopping at ties . com they have a great selection and great prices !
5,Money Transfer,7117101,F,48,"Funds are available within 00 minutes , and updates are given when the money is picked up ."
5,Gaming,2692314,M,22,i received my code in about 00min or less good quality and fast shipment thanks i will buy from you again :)
5,Electronics,6291076,M,39,I was unable to get my PS0 remote repaired so Square Trade authorized me to buy a new one and email the receipt . Within a few hours of sending the receipt to them I had my refund via Paypal .
5,Fitness & Nutrition,1148876,F,37,"In addition to great deals , we are getting free samples . I don ' t think I will be buying my supplements anywhere else . Just because I got spoiled by SW : its choices , information , customer service and prices ."
5,Fitness & Nutrition,812603,M,28,They have all the supplements that I like to take . Most of them are stacked together for the price of just one of the supplements supplied by the company that makes them .
5,Fitness & Nutrition,1426155,M,20,Easy to find supplements at a very reasonable price .
3,Ladies wear,5118912,F,38,"I shop here often and it is rare to get anything that is sized right and doesn ' t look cheap . Now I do like the clothes but they are never as they appear on the site . Pants run small and shirts tend to run a bit large in my experience . I would not recommend the sweat pants at all , and sweaters are going to be thin . Anything with rhinestones I don ' t recommend either . Attachments on shoes like flowers may fall off , but if you have a hot glue gun ..... also the jewelry is just horribly cheaply made , so ... just as long as you know what to buy you are ok . I will say I have been waiting for more than a week on my last order , and when I accidentally added two of the same sweaters to my cart rather than calling or emailing to be sure it was not a mistake they sent it and told me my mistake my shipping problem , so ... yeah , that was more than a 000 dollar order , and I had 0 others on the way , so I felt a bit unappreciated . I hope it was not lost or stolen , because they are not responsible for that either evidently ."
5,Baby,1851512,F,28,"My husband and I ordered our Wedding Thank You cards from this website and they were perfect , such a great choice of designs and our family and friends all commented on how nice they looked ."
5,Contact Lenses,1851512,F,28,It was very easy to choose the contact lenses on the website and I received them within 0 days - excellent !
5,Bathroom,4978972,F,61,We bought the pump from you at a very good price . We have been very happy with the entire transaction .
5,Package Service,4978972,F,60,"Everytime I send a package via Transglobal it arrives at the destination with no hassle and within an amazingly short period of time . I had one package that could not be delivered , at no fault of Transglobal who kept me informed until the package had reached its destination ."
5,Travel Agency,511020,M,24,"We had a vacation over the spring holiday and we had no clue what to do when visiting . We booked a dolphin tour and massage and both went smooth . The dolphin tour was located in the Destin Harbor and Olin Marler Charters was the company we went with . The staff was great and we saw a ton of dolphins . The owner even greeted us and had some nice things to say ! The therapist , Jen , came to our condo and delivered a top notch experience . The prices were reasonable and the whole process was flawless ."
5,E-commerce Solution,7972384,F,48,"I have been working with the Holbi group for 00 + years . From programmming to web design , they do it all for us and I would never even consider using another company . Our latest ecommerce website project has exceeded my expectations once again ."
5,Flights,4962141,F,33,"I had difficulty renting a car for a reasonable price since my car was in the shop for a while and i had no coverage . I decided to use Priceline ' s "" name your own price "" and it was great . I barely had any waiting when I had gone to receive the rental . When I needed assistance from the Reps from Priceline , they were very friendly and helpful !"
5,Fitness & Nutrition,927376,M,45,I love how as I add items to my cart the shipping charges barely go up . Plus I love the free samples it is a great way to try an item before buying .
5,Bedroom,5140339,F,44,"We bought a sleigh bed and side table for my daughter . I was very impressed by the communication , responsiveness , customer service , delivery men and the actual product . We will definitely go back ... this is the way customer service should be !"
5,Gaming,4034588,M,21,I have bought multiple games from cjs and haven ' t had a single problem with them . There prices are top notch and service is second to none .
5,Security Equipment,4488229,M,47,"Hey , I just wanted to tell you how impressed I was on your overall service . My wife called and spoke to an actual person instead of being put on eternal hold . We had an appointment scheduled for the very next day . Our installer , Pete called about an hour ahead to let us know the time of his arrival . Pete arrived on time , explained all of our options , and very efficiently able to use our existing equipment to get us all set up ."
5,Gaming,2091330,M,20,i was referred to this site quite a while back from a friend and never thought it was logical to sell games that cheap but i gave it a shot today and works like a charm . it saves me the trouble of buying 00 games for $ 0000 now i dont have to leave the house and save the rest of my money for mountain dew and Doritos AHAHAHAHAHA thanks CJS
4,Gaming,2277695,M,22,"On the website it was written : keys are sourced from EU , I thought it was ONLY EU and not both EU and RU . But I got the game , so it ' s OK !"
5,Fitness & Nutrition,1229347,F,33,They always have what I am looking for at a low price and they throw in tons of samples which is great so I know if I would like to add to my order next time .
5,Bags and Luggage,1624630,F,55,"Ordered originally through Amazon , item arrived within 00hrs , ordered another item direct and price challenged by sending hyperlink to Blackleaf , received a counter offer within 0 hrs , not bad at 00pm , ordered with reduced price and again item received within 00hrs , third item ordered next day which arrived the following day , now that is what I call good service . Have already recommended to friends and family and will certainly use again . All three items were genuine originals and not fakes and the quality of service and customer care surpassed expectation ."
5,E-commerce Solution,1119927,F,27,I was very pleased with how fast the apron I had ordered came . I had to search high and low to find an apron that reflected the fun - ness of my husband . When I came here I found exactly what I was looking for .
5,Flights,6708439,M,49,always a great deal hotels are almost always very nice for the price you pay . I always use Priceline 0 f *** my rooms while traveling .
5,Gaming,1599306,M,28,"I can ' t use the EA Origin store , this site made it possible to but and play BF0 . The buying process was very simple and was up and running within the hour , cheers ."
5,Fashion Accessories,3855713,M,30,I have been searching and searching the web for decent sunglasses and then I found Sunglassjunkie . com . Affordable and I have to say it was very easy to decide and choose exactly what I wanted .
5,Gaming,530661,M,23,"Definitely the number one site for cheap Steam keys . I was able to obtain my key instantly , no problems at all ."
5,Flights,7239245,F,36,"I got a great deal , was able to pay with my pay pal account . When I got to the hotel everything was already all taken care of ."
5,Fashion Accessories,2347406,F,20,"I love Yesstyle because not only do they have reasonable prices , the site is organized in a consumer thoughtful way . its easy to view things you have recently clicked on , so you can go back and forth between products to make the best selection . Also , each product tends to have so many beautiful , cute , and kawaii pictures that make me happy and also give me inspiration for my own looks ."
5,Flights,5324453,M,31,"I ' ve been using Priceline for years as my go - to place for travel bookings -- both domestic and international . I love having the ability to bid on everything from flights , to hotels , to rental cars . I would always suggest to the user to use priceline to get a deal especially on hotels and rental cars . The flights are a little more dicey -- I think that the prices can ' t change very much , and if you want to get somewhere at a certain time , I wouldn ' t suggest bidding , but just looking at the prices on the site . First , check priceline ' s Express Deals and traditional prices after also checking Kayak and Hotwire . Then , go for the bid that ' s a bit below what the listed prices are . You can usually get an idea of what you may get from doing this . I ' ve NEVER been let down by the site , and look forward to using it more and more and suggesting it to more and more people !"
5,Software,1778296,M,24,"My netbook had been getting slower every day until I got boostspeed . Not only did it find and remove a bunch of registry errors , but it suggested settings I should change to boost the speed . My computer is running much faster , even the internet seems quicker . I haven ’ t tried all the features yet but if they are as good as the ones I have used so far my computer is going to be faster then the day I bought it ."
5,CMS,2756648,M,63,Simplesite . com is easy to use and have a very attractive templates to choose . It also allow your web or blog to be accessable even after you posted it online . Not many allow you to add or edit your website upon posted for submission . I strongly recommend you to use Simplesite even if you are not a Computer savvy .
5,Electronics,6153106,M,56,Very satisfied with the good service and response time .
5,Fitness & Nutrition,618972,M,27,"I have made several orders from SW and the thing that keeps me coming back are the closeout specials . As long as they keep those , I ' ll keep buying from them ."
5,Car parts,4255193,M,26,Vr - speed had the part i needed for the lowest price i have seen online .
5,Eye Treatment,1916750,M,45,Even with the checks to correct my dufus mistake they got in here is just over a week . Optician was very friendly and the whole process was painless .
5,Photo & Video,1916750,M,44,"Great lens , communication quick informative and understanding , very rare these days . Will definitely be back when I just have to have that lens I cannot afford to buy ."
5,Fitness & Nutrition,1184377,M,24,"Supplementwarehouse . com is always giving out great promotions and blow out sales . I find it an excellent way to buy whey in bulk , and it saves me a trip to the closest GNC which is over 00 minutes away . With these great prices , I often can get great products at a cheaper price than at the health store chains that mark up the prices ."
5,Fitness & Nutrition,966522,F,20,I had been shopping at another supplement store for a while and heard about SupplementWarehouse and now I know I wont be buying my supplements anywhere else . The prices were great and the shipping is quick .
5,Glasses,2995803,F,26,"My order was easy to place and shipped fast . Once I received my package , the prescription glasses inside were perfect . I had looked at them in a retail store and purchased from OpticsFast . com for a fraction of the price . Don ' t waste your money in retail stores !"
4,Fitness & Nutrition,1471298,M,40,"Found my new supplement supplier , had many browsers open to compare prices and products , had to go with SW . Best prices and available products , shipping a little high but got a ton of free products and cheap accessories !"
5,Computer Accessories,2090833,F,44,Certain electronics store wanted $ 000 for new screen and $ 000 to install . Tech friend helped me and told me of this site . This is where I ' ll be doing all my shopping hope others do likewise .
5,Fashion Accessories,1481765,M,20,"YesStyle . com is a great place to shop for all sorts of Asian clothes and accessories . Purchased a few items from the online store and was satisfied with each product . If there is a question of yours that needs to be answered regarding a products info , customer service will try to help you out as best as possible ."
5,Software,995909,M,64,"I was initially exposed to Tune Up when I utilized a remote tech support center to remedy a PC problem . Well , if it was good enough for them ( and they ' re the pros ), I figured it was certainly good enough for me ."
5,Fitness & Nutrition,790957,M,24,"Great prices , and will beat any competitors prices that you find . Never any trouble with my orders and alway arrive when stated . Will continue buying supplements from them and will definitely recommend to others"
5,Fitness & Nutrition,6474634,M,23,They have tons of supplements I didnt even know existed process was very quik easy and painless and the prices are tough to beat I will definitely be purchasing from the warehouse in the future
5,Travel Agency,2183669,F,38,"We have stayed in a few hotels in Mallorca with Alpharoom and find the entire site a very pleasant experience , the site is easy to navigate through and you can build your holiday package in a variety of different ways , the prices are always competitive and booking and receiving your traval documents is a synch , no need to call anyone and spend hours on the phone selecting 000 ' s of options , no need to worry about forgetting something as Alpha send you reminders . All in all we will continue to use Alpha rooms for years to come as for us they are the best solution around in finding that perfect holiday and have a huge portfolio of Hotels for all bugets and tastes , from cheap Hostals around Europe to 0 star luxury Holidays far away . A one stop shop for all and often the cheapest ."
5,Fitness & Nutrition,1109323,M,32,All the products you could want and prices that will beat any other !
5,Pets,6518862,F,44,"I had been receiving dog food through the auto ship every 0 months , I had received my last shipment and 0 weeks later I had to put my pug Cassie down . I received an email today showing that my new shipment was due to ship this week . I called them to let them know that I know longer needed that order due to my puppy being put down , and explained that I hadn ' t even opened the last order I received . The customer service rep said they would refund my $ 00 . 00 back to my credit card , and could I please donate it to a shelter . I was so shocked , and thought this is one awesome company who cares about their customers . I highly recommend them and if I need specialty food for any of my pets this will be my first stop ."
5,Batteries & Power Supply,1340908,M,30,"I have recently replaced my inkjet printer and therefore wanted to source quality and cost effective compatible inkjet cartridges . I came across 0000rpm online and , after reading that in excess of 00 , 000 reviews had been left on their website , I felt confident enough to trust the products they were supplying and the service I would ultimately receive . I cannot tell the difference in quality between the original cartridges supplied with the printer and the compatible cartridges that I have just purchased from 0000rpm . I look forward to using your company and services again very soon indeed !"
5,Gaming,4353301,M,18,Easy - Just typed the code into origin and instantly appeared in my library
5,Travel Agency,1533345,M,34,"The website very easy to use , the terms and conditions are clear and you know exactly what you are paying for ."
1,Car Rental,7487403,F,47,"I found Sixt via one of those Priceline type sites and went directly to the site to rent a car for a trip to the UK . When I arrived to Stansted Airport ( 00 minutes early ) they weren ' t ready with a vehicle , so I had to wait for an hour . It was an annoyance , but that was ok . When they were ready , I picked up the car . I ' ve been offered free upgrades before ( because of available vehicle stock ) but they never told me the cost of the upgrade . Then they literally just handed me the keys and sent me on my way . The personnel at the rental office didn ' t inspect the vehicle with me or give me any introduction to the car ( it would have been nice for them to at least offer me a quick tutorial on how to use the GPS , since I ' d never been in the car before and I ' m from the USA and driving in a different country . I returned the vehicle at the end of the trip and they charged my credit card for the rental . Great car , great price , middle of the road customer service ? Still all considering , I ' d have used them again . But four days later I get a bill for "" tire damage "" for $ 000 via an email . I ' m now in a foreign country , have no way to dispute the claim . I have no knowledge of any tire damage or any event that could have caused this damage , but I did not inspect the tires before or after renting the car , and no one inspected the car with me prior to leaving , or returning to Stansted Airport . That all considered , I decided to just pay the damage claim , write their customer service and email about my experience and move on . It ' s not worth my time or money to dispute it . So I responded with payment via the form they asked for and waited for them to withdrawal the money . They never withdrew the money from my account , but continue to send me reminder emails asking for payment . The last one threatening legal action , so I called the UK offices . No voicemail , and no one answering the phones . They were VERY helpful , giving me the direct email address to the person sending me the damage request emails . After sending her an email , they finally they withdrew the funds from my account . The rental ended 0 - 00 and this fiasco ended on 0 - 00 . I regularly travel to the UK , and I ' ll never use them again . I ' d be willing to try US Sixt , because they were so helpful in resolving this issue , but not in the UK ."
5,Gaming,3655179,M,17,"my Order of BF0 + Premium is the Cheapest i ' ve ever found , and when i asked them to tell me the Key instantly , because i didn ' d want to wait till the Key is in Germany , they answered instantly and it was so fast ."
5,Movies,1906296,M,41,"If you like movies and are looking for trustworthy movie reviews , this site is definitely the champion ."
5,Shoes,1906296,M,41,I use this site to order some hard to find books and other items . They always ship fast and securely to my doors .
5,Electronic Payment,1906296,M,41,Good and reliable payment system that never let me down .
5,License & Documentation,1489193,F,56,"Ken Altman lead me through this experience with less than seven days to accomplish the task . On a Saturday , he walked me through all the steps and my process was complete in less than 0 hours . On the following Tuesday I received my passport as promised . I didn ' t leave my home and this created a worry free experience . THANKS ... and if you don ' t believe it just try it !"
5,Fashion Accessories,1489190,F,22,"I ' ve been browsing through yesstyle for months without buying anything . But now that it is almost summer , I got some summer clothes with a great price . There are variety of styles of clothing and everything is up to trend . It is easy to browse through the items and most of the items have many many pictures to see how they look like . There are charts to tell what size you are in what country etc . This is as good as it can get for an online shopping ."
1,Online Marketplace,5374823,F,30,"I ordered a pair of Red Shoes in September . So they said they ' d send the correct ones . Now I ' m being told that the Red ones are Out of Stock . And yet , when you go on their Website , I CAN ORDER THOSE SHOES STILL !! In the mean time , my wedding is in 0 weeks & my dress has been altered for these shoes that they are LYING to me & telling me I can ' t have ."
5,Kids,5213735,F,24,"I wish I would have heard of these guys sooner : D ! The package came on time in good condition , and fit perfectly . The Fit Finder on the site is definitely something that helped me out and is another reason I ' m coming back ... Great service and response in term of confirmations and emails . Thanks Halloween . com !!!!!"
5,Fitness & Nutrition,840252,M,45,"Supplement Warehouse just sent me an email about MetRx being on sale , and MetRx is the main Item I buy from them . The price is awesome and I never go anywhere else for supplements ."
5,Books,6248492,F,40,I loved how easy their online renting / buying process was .
5,Fitness & Nutrition,1232158,F,33,I do a lot of research to find the best deals and I have never been able to find better than SW ! And their selection is awesome .... they pretty much have everything you can think of - it ' s a one stop shop for supplements and you feel good that you are not paying an insane amount of money for great products . LOVE Supplement Warehouse and I recommend them to everyone who is shopping for supplements ... can never go wrong with SW !!!
5,Cloud Storage,6108142,M,39,"Exavault has allowed me to expand my business and impress my clients . I have used all the different file transfer services , and from an admin perspective , there is nothing better than Exavault for assigning and managing my clients ' FTP user accounts . Exavault most closely replicates the experience of private server administration ."
5,Fitness & Nutrition,678718,M,25,"Just got started body building in the last year or so , and this site has by far the best prices and selection . Fast shipping , but it can add up quick the more items you order . Never had a problem or issue and been shopping here for about a year ."
5,Fitness & Nutrition,1288794,M,29,I am highly impressed by the prompt services provided to me by the firm . Their pocket friendly and genuine product rates gave me the freedom to choose over a number of products without compromising with my budget . I would surely recommend supplementwarehouse products to all my near and dear ones .
5,Search Engine,1335895,F,32,"It consistenty pulls up more information than the other search engines . Plus , I am excited to use google alerts ."
5,Shoes,1335895,F,32,This is a great site because it has such a wide range of products . I just got the Kindle and I love it .
5,License & Documentation,1335895,F,32,"I am really happy with how rushmypassport made the passport renewal process extremely simple . I needed my passport rushed for a trip and was able to get it in 0 days . I have recommended rushmypassport to all of my family , friends and co - workers ."
5,Online Marketplace,1142977,M,42,Extremely satisfied customer ~ Quick shipping and wonderful to do business with do recommend to all my friends family and acquaintances .
5,Fitness & Nutrition,1142977,M,42,Extremely satisfied customer ~ Quick shipping and wonderful to do business with do recommend to all my friends family and acquaintances .
5,Fitness & Nutrition,1142970,M,37,SupplementWarehouse has just what I need to take care of my body .
3,Glasses,3619581,M,30,"Just improve your comunication , confirmation , and updates to customers , im not sure if ill return , i felt very mistreated as a customer who is spending 000 bucks !"
5,Taxi Operator,2690698,F,45,Hassle free alteration to my original booking when we had to add a person in the week before we travelled . All our family use this service when visiting our parents out in Spain and never had any issues .
5,Airport Parking,2690698,F,43,"You must use Skypark Secure to book your holiday / business parking . Really simple to book and concise instructions for arrival . A quick trip to the airport on one of their regular buses and then peace of mind knowing that when you return and all you want to do is get home , just hop back in the car and you ' re off !"
5,Fitness & Nutrition,803575,M,28,"I have been a customer of supplement warehouse for numerous year . I have always been able to find the best deals and discounts of anyone on the internet . They take the hassle of buying supplements online out of the picture and make the process really enjoyable . Plus the additional discounts I always receive by email , its just the icing on the cake . This is the only company that I purchase my supplements from and will continue to be the only company that I purchase from . Thanks again supplementwarehouse . com for being my own source for sports nutrition ."
1,Printed Clothing,3647950,M,42,"Add my experience to another "" lost in the mail ."" After 00 days since shipping out , I looked at the tracking info and it had stalled at the main post office in San Antonio 00 days earlier . There was no update after that and I didn ' t get the package . Contacted Redbubble via their Chat feature and was told to go check at the post office . My neighborhood has plenty of shared mail boxes for parcel deliveries so I doubt they couldn ' t fit two stickers in one of them , if not my personal mailbox , and I didn ' t get any notice for pickup . But they wanted me to go stand in line and ask anyway . Then the Redbubble rep told me to give it another 0 days . Look , the last tracking update occured 00 miles from my house 00 days ago . I don ' t think 0 more days ( for a total of 00 days ) is going to make a difference . But in the Redbubble universe , I guess this is how things work . Seems like a lot of items get lost for some reason , but since they couldn ' t just resend my $ 0 . 00 order on the spot , I don ' t think they ' re too worried about customer retention , so I ' m done with that site ."
